row_id,RA,DEC,v3blend8,head,euclid_grade,euclid_fits,known
n_629155_1802,268.18781899954297,64.17154994705976,0.5572078041732311,1.7056639076647762,,False,False
n_633407_220,264.2329458560708,66.04462429116634,0.5464372243732214,1.6579993143726492,,False,False
n_637386_280,267.08835355507404,67.76719774319832,0.5440517934039235,-0.41470185088014144,,False,False
n_627250_403,270.8783482136498,63.611644214050344,0.5117272278293967,0.8974879656717603,,False,False
n_637936_1020,270.15207709384697,68.0931502173512,0.49710489716380835,3.6261335813858464,,False,False
n_630406_833,271.55079448954615,64.83878677032916,0.4747591884806752,0.9884885685057463,,False,False
n_629155_1791,268.18675782187665,64.17144305653255,0.4718652721494436,3.5008877573699584,,False,False
n_629780_3847,268.1118174169658,64.46928319701973,0.46996467001736164,2.4294024102324423,,False,False
n_629788_2421,272.5615310589515,64.5610132911883,0.4640401769429445,3.122032754815472,,False,False
n_639533_3467,268.1652410287216,68.70127686826797,0.4599723636638373,2.1547327154783633,,False,False
n_629164_4106,273.624501429312,64.1276320872508,0.4460422173142433,2.9081227130970344,,False,False
n_637384_3042,266.1303566548996,67.82798604619026,0.4427827694453299,0.27795644533784203,,False,False
n_636280_3645,267.86118805069134,67.24215713483048,0.4297776153543964,0.9943972482049932,,False,False
n_632222_2169,266.93461101863056,65.47315119970762,0.4281524047255516,2.51188041010587,,False,False
n_633415_898,269.2204930991158,65.92223963617965,0.42253763880580664,1.1254551628972798,,False,False
n_631009_1690,265.5036724083534,64.92795741753578,0.41943385754711926,3.6372379630444307,,False,False
n_628530_606,271.765567955024,63.87806416431155,0.41815353091806173,-0.6100314498678587,,False,False
n_630403_3089,270.0659770431098,64.68499813243274,0.3988985843025148,3.0514432154283284,,False,False
n_628521_3009,266.94901732007594,64.02215307055756,0.3914059232920408,1.3439628690475531,,False,False
n_629793_3196,275.55249286866143,64.44202475059971,0.39071252290159464,2.3490968698897112,,False,False
n_633413_2155,268.1379220303337,65.88608424113167,0.3890332439914346,1.6502425639986638,,False,False
n_633405_1613,263.1965732801177,66.03908010619136,0.38820071902591735,0.31305885799974753,,False,False
n_638469_760,265.7729290393662,68.37349487890498,0.38794704736210406,0.5803699599466312,,False,False
n_636838_1540,269.2659974895532,67.51844641521134,0.3827617547940463,1.3775992584036951,,False,False
n_632236_4788,275.6480073748446,65.48678291453203,0.3811673722229898,-0.7073764811559786,,False,False
n_627896_2621,273.67803290563216,63.6701538392126,0.37976932479068637,-1.036256674063909,,False,False
n_627894_713,272.3276128994917,63.765029381463435,0.3792897980893031,-0.5238616679281964,,False,False
n_639534_3072,268.75613372289797,68.82930570378075,0.3725638995238114,-3.2398288367923476,,False,False
n_627889_1303,269.56307653868896,63.627435186661565,0.37230871617794037,1.0619183062516955,,False,False
n_629790_1784,273.6845711985899,64.47717462869444,0.37187711568549275,-0.05211796635351673,,False,False
n_631613_717,263.25596527432856,65.17616912097976,0.36955803935416043,1.2495270012768849,,False,False
n_627889_3145,269.73992534078917,63.631965719323546,0.357565067242831,1.8013347544804383,,False,False
n_634000_4811,269.34841585679726,66.13425661703798,0.3573553760070354,-5.581059340472709,,False,False
n_625949_2840,271.10834606185614,63.114477234753075,0.3541953389067203,1.676979562123591,,False,False
n_629162_313,272.036021518124,64.31916123994421,0.35295874811708927,1.423257535317884,,False,False
n_632830_2884,273.3776452052965,65.72300952731305,0.3505555773153901,1.9416766486934915,,False,False
n_629789_2837,273.2198865675839,64.39753782337469,0.34885436584590934,-0.34073231949992566,,False,False
n_631616_603,265.02650044855477,65.29708321675407,0.3471025997423567,-0.6878139074854288,C,False,False
n_634588_2667,274.46772342402903,66.43440258795144,0.345454391092062,1.7094297738780253,,False,False
n_632237_3716,276.10376321820377,65.56656759018843,0.34330776770366356,-4.38281940226519,,False,False
n_629156_4657,269.1149501293863,64.15292093283728,0.3431926546036266,-1.6616951316001276,,False,False
n_633414_752,268.5845197175489,66.0762246256617,0.3415387189015746,-0.2826123005451997,,False,False
n_637385_1763,266.63881926047173,67.82288072881646,0.3413666929118335,-0.36144137159588174,,False,False
n_631017_2287,270.24497047736514,64.9681909999767,0.3397512584924698,1.9396188881563108,,False,False
n_632237_3661,276.09846706273845,65.56486627480587,0.337509241362568,-5.042395893179535,,False,False
n_629792_2779,274.96170965624276,64.46088618222765,0.33710053318645805,-0.8816268823064779,,False,False
n_627253_1056,272.62674890292374,63.384031048308394,0.3368020306515973,0.4404354558434225,,False,False
n_629777_3380,266.375483450754,64.38044883613627,0.3340020766481757,1.1105612257264226,,False,False
n_636833_1084,265.9232822469209,67.45853386089365,0.32833924156147987,-1.0212902379949074,,False,False
n_627241_4360,266.3497239785095,63.41069174485059,0.32639413385186344,1.008592237562612,,False,False
n_629165_679,273.8011637423417,64.16754872376315,0.32522633229382336,1.610534417922446,,False,False
n_639005_3763,267.8913974247019,68.60120197579397,0.3235443765297532,0.31249726061333627,,False,False
n_638473_1756,268.5790379478221,68.32219508245733,0.3232030253857374,0.6343202556403087,,False,False
n_637931_1466,266.90365502608716,67.9148615543121,0.32314549171132967,-2.8596538268726555,,False,False
n_633997_3689,267.337402474181,66.24160979055415,0.32294825778808445,-0.7397192210437518,,False,False
n_627881_2594,265.2302548757102,63.84945352436391,0.32249774783849716,1.4810095864785289,,False,False
n_629789_4152,273.3872829327142,64.46019053046841,0.321239133074414,-2.929032808002943,,False,False
n_632820_3040,267.3320534470789,65.63596638769502,0.3204284980893135,1.6861045296855517,,False,False
n_635715_535,265.290626888543,67.01286146476536,0.31988384667783976,0.8288707347202402,,False,False
n_636843_667,272.3753657681305,67.54977988552241,0.3196893661515787,1.4297461901449826,,False,False
n_632829_1277,272.57627336605447,65.75329874797647,0.31814444810152054,0.9957190977363941,,False,False
n_639007_1808,268.9140671338028,68.51008562349229,0.31713079870678484,3.2139929847901607,C,False,False
n_631009_2318,265.5875366308355,65.05585731403782,0.31653753262071405,1.965460361296428,,False,False
n_635720_1829,268.67120788122867,66.92977616874796,0.3158705073874444,-1.2824382369998037,,False,False
n_629164_4753,273.69483304964865,64.30209762971504,0.3146362975239754,-0.32666726609413743,,False,False
n_627882_1090,265.6293171200605,63.64628470685654,0.31416390906088054,2.655858927273922,,False,False
n_632216_4176,263.6941942054153,65.56612848248741,0.31396894180215895,1.871272436377645,,False,False
n_633412_1545,267.4355018540371,65.93275215537956,0.3138381422031671,0.7204475235161947,,False,False
n_635713_1461,264.16257722269177,67.05714297646341,0.31298680463805795,0.8111885206590832,,False,False
n_639005_1460,267.5188690961065,68.38408689185873,0.3120517092756927,0.7548331226022083,,False,False
n_627882_2359,265.77220444713873,63.63080902821913,0.3110727770254016,1.286896685846949,,False,False
n_634009_1133,274.4665022182949,66.25326981838876,0.31093216873705387,1.1297767937265055,,False,False
n_629788_735,272.3859891783312,64.40155894258115,0.31080238916911185,1.3680627012715998,,False,False
n_631027_3827,276.36212835201434,65.03986846784126,0.31028603320010006,0.7390885673116221,,False,False
n_625948_2981,270.62889158668395,62.914092228513375,0.3087039003148675,2.5796013902818,,False,False
n_633411_3383,267.01490213904276,66.09795361079605,0.3085343630518764,0.9641486914986204,,False,False
n_630412_2496,275.2979178785604,64.6853360369071,0.30797978467307985,0.4874062864335118,,False,False
n_631630_242,273.2898142271043,65.28036432787002,0.30198010336607695,0.47255445269887497,,False,False
n_629781_1821,268.4979649465107,64.55558802976817,0.3007695378619246,-2.5494576619026716,,False,False
n_633414_2772,268.8830728399814,65.93785569736775,0.3005373568739742,-0.8550489348658354,,False,False
n_627881_2603,265.2308861954636,63.786857028039186,0.3002418747637421,-0.12214557591350328,,False,False
n_627889_916,269.52473319898337,63.71115141336071,0.2990433276281692,0.8781700492483298,,False,False
n_636835_2103,267.36193356473046,67.57868823169068,0.2979410926345736,1.3424699175464019,,False,False
n_633997_4426,267.4401582788591,66.3296495009954,0.29666489944793284,2.0445587601028334,,False,False
n_629153_4601,267.34669385298025,64.21704668065647,0.2947787116281688,0.7214139704479865,,False,False
n_632237_3726,276.1050619298482,65.56481639016651,0.29474676051177084,-2.2493436929489086,,False,False
n_629789_4363,273.41305078521435,64.50912391474415,0.29423892730847,2.6444677124722196,,False,False
n_627243_1345,267.1010365618228,63.62090343294721,0.2933233475196175,-1.7386658132562691,,False,False
